Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type
FD,9.0,Regular,0.050579228,others,151.3024,24,Medium,Tier 1,Supermarket Type1
FD,9.28,Regular,0.04904165,Frozen Foods,245.5144,38,Medium,Tier 3,Supermarket Type3
FD,17.75,Low Fat,0.034806679,Dairy,250.175,24,Medium,Tier 1,Supermarket Type1
FD,8.6,Regular,0.095395258,snacks_breakfast_type,131.131,38,Small,Tier 1,Grocery Store
FD,7.325,Low Fat,0.093530571,Fruits and Vegetables,90.4146,24,Medium,Tier 1,Supermarket Type1
DR,12.1,Regular,0.061124626,Drinks,56.4614,36,High,Tier 3,Supermarket Type1
FD,14.0,Regular,0.0,snacks_breakfast_type,54.864,26,Small,Tier 1,Supermarket Type1
FD,12.85,Low Fat,0.121624114,snacks_breakfast_type,42.2428,36,High,Tier 3,Supermarket Type1
DR,7.535,Low Fat,0.081719458,Drinks,118.444,36,High,Tier 3,Supermarket Type1
NC,16.35,Low Fat,0.01336643,others,105.228,26,Small,Tier 1,Supermarket Type1
FD,5.48,Low Fat,0.015035032,Frozen Foods,84.025,38,Medium,Tier 3,Supermarket Type3
FD,11.1,Low Fat,0.059557164,Fruits and Vegetables,149.2366,38,Medium,Tier 3,Supermarket Type3
NC,19.2,Low Fat,0.077443049,others,194.511,36,High,Tier 3,Supermarket Type1
FD,18.85,Low Fat,0.055470721,Baking Goods,132.1284,21,,Tier 2,Supermarket Type1
NC,14.5,Low Fat,0.019514867,others,165.121,21,,Tier 2,Supermarket Type1
FD,6.46,Regular,0.08228859,Fruits and Vegetables,144.4102,25,,Tier 3,Grocery Store
DR,14.15,Low Fat,0.036090136,Drinks,41.1138,14,Medium,Tier 3,Supermarket Type2
NC,20.25,Low Fat,0.098645981,others,244.746,25,,Tier 3,Grocery Store
DR,15.7,Low Fat,0.03744271,Drinks,181.1634,16,,Tier 2,Supermarket Type1
NC,20.25,Low Fat,0.147933567,others,235.3616,26,Small,Tier 1,Supermarket Type1
FD,9.6,Low Fat,0.084937598,Baking Goods,105.028,19,Small,Tier 2,Supermarket Type1
FD,20.5,Low Fat,0.020601136,Fruits and Vegetables,91.683,19,Small,Tier 2,Supermarket Type1
FD,12.35,Regular,0.158439388,Meat,156.0946,19,Small,Tier 2,Supermarket Type1
NC,5.49,Low Fat,0.0,others,165.7842,38,Medium,Tier 3,Supermarket Type3
NC,15.75,Low Fat,0.135072801,others,99.17,26,Small,Tier 1,Supermarket Type1
FD,19.2,Low Fat,0.035156307,snacks_breakfast_type,179.1318,36,High,Tier 3,Supermarket Type1
FD,17.75,Low Fat,0.014509564,Fruits and Vegetables,157.4262,38,Medium,Tier 3,Supermarket Type3
FD,9.395,Regular,0.100315391,Baking Goods,85.8856,36,High,Tier 3,Supermarket Type1
NC,18.2,Low Fat,0.058420325,others,221.4456,36,High,Tier 3,Supermarket Type1
NC,19.0,Low Fat,0.027096298,others,128.6336,14,Medium,Tier 3,Supermarket Type2
FD,4.805,Regular,0.037912667,Dairy,125.8704,16,,Tier 2,Supermarket Type1
NC,8.85,Low Fat,0.016110572,others,104.2964,16,,Tier 2,Supermarket Type1
FD,11.65,Regular,0.076158144,snacks_breakfast_type,82.9908,14,Medium,Tier 3,Supermarket Type2
FD,9.395,Low Fat,0.104338095,snacks_breakfast_type,236.8932,16,,Tier 2,Supermarket Type1
FD,9.695,Low Fat,0.129998012,Fruits and Vegetables,185.1898,26,Small,Tier 1,Supermarket Type1
FD,18.7,Regular,0.0,Frozen Foods,231.201,21,,Tier 2,Supermarket Type1
FD,20.75,Low Fat,0.024247803,Fruits and Vegetables,123.973,14,Medium,Tier 3,Supermarket Type2
FD,8.89,Low Fat,0.005483027,Frozen Foods,100.4016,24,Medium,Tier 1,Supermarket Type1
NC,12.6,Low Fat,0.064371885,others,119.8414,14,Medium,Tier 3,Supermarket Type2
NC,12.6,Low Fat,0.082684949,others,176.6054,36,High,Tier 3,Supermarket Type1
FD,13.1,Regular,0.098984923,Frozen Foods,198.2768,21,,Tier 2,Supermarket Type1
FD,9.3,Regular,0.014016743,snacks_breakfast_type,196.8084,19,Small,Tier 2,Supermarket Type1
FD,5.15,Regular,0.060880827,Meat,124.4388,38,Medium,Tier 3,Supermarket Type3
FD,17.7,Regular,0.068511767,Fruits and Vegetables,83.2276,25,,Tier 3,Grocery Store
FD,17.85,Low Fat,0.0,snacks_breakfast_type,127.502,21,,Tier 2,Supermarket Type1
FD,8.935,Low Fat,0.04017515,Frozen Foods,54.1298,19,Small,Tier 2,Supermarket Type1
FD,11.15,Low Fat,0.120441348,Dairy,43.7744,14,Medium,Tier 3,Supermarket Type2
NC,20.25,Low Fat,0.045440803,others,179.5976,38,Small,Tier 1,Grocery Store
FD,11.1,Low Fat,0.135906738,snacks_breakfast_type,217.9482,16,,Tier 2,Supermarket Type1
FD,10.0,Low Fat,0.025973288,others,264.3226,16,,Tier 2,Supermarket Type1
FD,4.88,Regular,0.23372937,Baking Goods,52.4298,38,Small,Tier 1,Grocery Store
NC,12.8,Low Fat,0.091552173,others,107.1938,16,,Tier 2,Supermarket Type1
FD,9.895,Regular,0.028883289,others,116.6492,16,,Tier 2,Supermarket Type1
FD,13.35,Low Fat,0.03236252,Meat,62.0194,16,,Tier 2,Supermarket Type1
FD,7.785,Low Fat,0.139835844,Dairy,104.7306,21,,Tier 2,Supermarket Type1
NC,8.76,Low Fat,0.049810328,others,129.2336,38,Medium,Tier 3,Supermarket Type3
FD,16.35,Low Fat,0.068466049,Fruits and Vegetables,197.1426,16,,Tier 2,Supermarket Type1
FD,11.5,Low Fat,0.073178424,Fruits and Vegetables,189.153,14,Medium,Tier 3,Supermarket Type2
DR,15.2,Low Fat,0.113535259,Drinks,36.0848,16,,Tier 2,Supermarket Type1
FD,19.35,Low Fat,0.026222599,Fruits and Vegetables,169.0474,24,Medium,Tier 1,Supermarket Type1
DR,19.5,Regular,0.0,Drinks,233.1958,26,Small,Tier 1,Supermarket Type1
FD,16.1,Regular,0.01361686,Fruits and Vegetables,107.2596,24,Medium,Tier 1,Supermarket Type1
DR,8.57,Low Fat,0.023770288,Drinks,107.728,38,Medium,Tier 3,Supermarket Type3
FD,18.5,Regular,0.045720935,Dairy,145.6102,16,,Tier 2,Supermarket Type1
FD,20.85,Low Fat,0.097145513,Starchy Foods,223.8746,38,Medium,Tier 3,Supermarket Type3
FD,15.1,Regular,0.099858247,Fruits and Vegetables,146.4786,26,Small,Tier 1,Supermarket Type1
FD,17.25,Regular,0.047339698,snacks_breakfast_type,96.5068,24,Medium,Tier 1,Supermarket Type1
NC,19.0,Low Fat,0.129596025,others,190.5872,21,,Tier 2,Supermarket Type1
FD,10.6,Regular,0.033024663,snacks_breakfast_type,49.3008,36,High,Tier 3,Supermarket Type1
FD,19.0,Low Fat,0.195963464,Frozen Foods,105.1622,38,Small,Tier 1,Grocery Store
DR,15.2,Low Fat,0.112875322,Drinks,37.2848,19,Small,Tier 2,Supermarket Type1
FD,5.845,Regular,0.104930609,Frozen Foods,212.3218,36,High,Tier 3,Supermarket Type1
NC,6.57,Low Fat,0.097275225,others,192.682,14,Medium,Tier 3,Supermarket Type2
NC,21.1,Low Fat,0.010623794,others,235.4958,21,,Tier 2,Supermarket Type1
FD,4.88,Regular,0.134248297,Baking Goods,54.9298,16,,Tier 2,Supermarket Type1
FD,19.35,Low Fat,0.033139916,Meat,175.4738,24,Medium,Tier 1,Supermarket Type1
FD,11.1,Low Fat,0.044786137,snacks_breakfast_type,173.4054,36,High,Tier 3,Supermarket Type1
FD,19.35,Low Fat,0.197679823,snacks_breakfast_type,224.6088,25,,Tier 3,Grocery Store
FD,9.395,Regular,0.171042873,Fruits and Vegetables,139.9838,19,Small,Tier 2,Supermarket Type1
FD,8.1,Regular,0.019764765,others,86.6198,19,Small,Tier 2,Supermarket Type1
NC,9.1,Low Fat,0.080455726,others,47.3718,21,,Tier 2,Supermarket Type1
DR,9.395,Regular,0.109540783,Drinks,41.9112,14,Medium,Tier 3,Supermarket Type2
NC,6.59,Low Fat,0.026291649,others,121.7098,14,Medium,Tier 3,Supermarket Type2
FD,15.6,Low Fat,0.173299972,Fruits and Vegetables,113.3518,14,Medium,Tier 3,Supermarket Type2
FD,20.85,Low Fat,0.021325759,Fruits and Vegetables,104.6306,19,Small,Tier 2,Supermarket Type1
FD,17.7,Regular,0.042441097,Frozen Foods,163.221,36,High,Tier 3,Supermarket Type1
FD,12.35,Regular,0.0,Meat,158.8946,26,Small,Tier 1,Supermarket Type1
FD,11.0,Regular,0.057381292,Fruits and Vegetables,241.2512,16,,Tier 2,Supermarket Type1
FD,6.26,Regular,0.017277445,Meat,150.7366,38,Small,Tier 1,Grocery Store
NC,19.0,Low Fat,0.047249645,others,126.7336,38,Small,Tier 1,Grocery Store
FD,17.85,Low Fat,0.046408928,Meat,153.5682,38,Medium,Tier 3,Supermarket Type3
FD,15.1,Regular,0.067456225,snacks_breakfast_type,257.5304,16,,Tier 2,Supermarket Type1
FD,10.3,Low Fat,0.027315417,Fruits and Vegetables,98.7042,26,Small,Tier 1,Supermarket Type1
FD,7.035,Low Fat,0.021972988,Frozen Foods,264.091,16,,Tier 2,Supermarket Type1
FD,12.65,Low Fat,0.059270332,Baking Goods,229.101,25,,Tier 3,Grocery Store
FD,15.15,Low Fat,0.027936385,Baking Goods,151.1708,16,,Tier 2,Supermarket Type1
FD,19.75,Low Fat,0.033958586,snacks_breakfast_type,212.0902,21,,Tier 2,Supermarket Type1
FD,5.34,Regular,0.005973153,snacks_breakfast_type,99.0358,24,Medium,Tier 1,Supermarket Type1
FD,12.0,Low Fat,0.033968012,others,181.0976,19,Small,Tier 2,Supermarket Type1
DR,6.28,Low Fat,0.027861814,Drinks,85.5198,16,,Tier 2,Supermarket Type1
FD,16.0,Low Fat,0.134564284,Fruits and Vegetables,42.7086,38,Small,Tier 1,Grocery Store
FD,10.0,Low Fat,0.099851786,snacks_breakfast_type,111.7544,21,,Tier 2,Supermarket Type1
FD,7.37,Low Fat,0.280083047,snacks_breakfast_type,92.712,38,Small,Tier 1,Grocery Store
NC,19.5,Low Fat,0.026320247,others,184.9608,25,,Tier 3,Grocery Store
FD,10.695,Regular,0.060665739,snacks_breakfast_type,173.7712,26,Small,Tier 1,Supermarket Type1
NC,17.0,Low Fat,0.052290474,others,122.873,24,Medium,Tier 1,Supermarket Type1
FD,6.78,Regular,0.140447292,Baking Goods,93.312,21,,Tier 2,Supermarket Type1
FD,12.8,Regular,0.079076331,Dairy,183.7608,26,Small,Tier 1,Supermarket Type1
FD,15.7,Regular,0.030599358,snacks_breakfast_type,251.4724,36,High,Tier 3,Supermarket Type1
NC,17.7,Low Fat,0.051042366,others,126.1678,21,,Tier 2,Supermarket Type1
FD,21.2,Low Fat,0.123745045,snacks_breakfast_type,175.337,38,Small,Tier 1,Grocery Store
FD,19.85,Low Fat,0.04592756,Fruits and Vegetables,127.902,16,,Tier 2,Supermarket Type1
FD,16.25,Regular,0.048975573,Fruits and Vegetables,151.0682,26,Small,Tier 1,Supermarket Type1
FD,9.395,Regular,0.13177444,Frozen Foods,87.7198,24,Medium,Tier 1,Supermarket Type1
FD,16.85,Regular,0.0,snacks_breakfast_type,111.0544,21,,Tier 2,Supermarket Type1
FD,7.49,Low Fat,0.068788985,snacks_breakfast_type,110.8228,38,Medium,Tier 3,Supermarket Type3
NC,10.1,Low Fat,0.05630601,others,117.1492,14,Medium,Tier 3,Supermarket Type2
FD,12.15,Low Fat,0.025864429,Starchy Foods,121.844,26,Small,Tier 1,Supermarket Type1
NC,10.895,Low Fat,0.02704266,others,49.4666,19,Small,Tier 2,Supermarket Type1
FD,11.5,Regular,0.124994714,Frozen Foods,100.5358,38,Medium,Tier 3,Supermarket Type3
FD,6.75,Regular,0.189512493,Dairy,97.7752,38,Small,Tier 1,Grocery Store
NC,17.1,Low Fat,0.038737554,others,164.7842,26,Small,Tier 1,Supermarket Type1
FD,19.75,Low Fat,0.012445941,Fruits and Vegetables,187.8872,19,Small,Tier 2,Supermarket Type1
FD,15.85,Low Fat,0.05740255,snacks_breakfast_type,53.0956,24,Medium,Tier 1,Supermarket Type1
FD,14.85,Low Fat,0.018609305,others,187.1214,21,,Tier 2,Supermarket Type1
FD,16.25,Low Fat,0.078327268,others,90.9804,21,,Tier 2,Supermarket Type1
NC,15.1,Low Fat,0.093464804,others,140.8496,25,,Tier 3,Grocery Store
NC,16.35,Low Fat,0.090702992,others,195.111,24,Medium,Tier 1,Supermarket Type1
NC,13.15,Low Fat,0.024751688,others,178.2686,14,Medium,Tier 3,Supermarket Type2
FD,7.71,Regular,0.0667322,snacks_breakfast_type,56.2956,21,,Tier 2,Supermarket Type1
FD,14.85,Low Fat,0.018647294,others,187.5214,14,Medium,Tier 3,Supermarket Type2
FD,8.775,Low Fat,0.021603383,Fruits and Vegetables,112.2228,26,Small,Tier 1,Supermarket Type1
NC,11.6,Low Fat,0.065799906,others,101.1042,38,Small,Tier 1,Grocery Store
FD,8.1,Low Fat,0.0,Fruits and Vegetables,213.2902,24,Medium,Tier 1,Supermarket Type1
DR,8.775,Low Fat,0.109890489,Dairy,45.0428,19,Small,Tier 2,Supermarket Type1
FD,11.6,Regular,0.017093789,snacks_breakfast_type,224.0404,38,Small,Tier 1,Grocery Store
FD,20.7,Low Fat,0.16898615,others,184.2266,38,Medium,Tier 3,Supermarket Type3
FD,15.5,Regular,0.026302004,Fruits and Vegetables,102.7332,26,Small,Tier 1,Supermarket Type1
FD,15.1,Regular,0.105155137,Fruits and Vegetables,43.2796,38,Medium,Tier 3,Supermarket Type3
FD,7.785,Low Fat,0.088708388,Fruits and Vegetables,65.051,26,Small,Tier 1,Supermarket Type1
FD,6.635,Regular,0.00632491,Baking Goods,119.1098,19,Small,Tier 2,Supermarket Type1
FD,17.75,Regular,0.029629236,Fruits and Vegetables,140.1838,36,High,Tier 3,Supermarket Type1
NC,12.15,Low Fat,0.064924087,others,251.204,14,Medium,Tier 3,Supermarket Type2
DR,10.1,Low Fat,0.167123591,Drinks,243.5512,19,Small,Tier 2,Supermarket Type1
DR,13.35,Low Fat,0.017813048,Dairy,77.0012,24,Medium,Tier 1,Supermarket Type1
NC,18.85,Low Fat,0.04045348,others,247.0144,21,,Tier 2,Supermarket Type1
FD,21.1,Regular,0.161370557,Fruits and Vegetables,64.0168,36,High,Tier 3,Supermarket Type1
FD,6.305,Regular,0.123617286,snacks_breakfast_type,93.5436,14,Medium,Tier 3,Supermarket Type2
FD,6.63,Regular,0.104021582,Baking Goods,164.85,26,Small,Tier 1,Supermarket Type1
FD,12.1,Low Fat,0.067549872,Fruits and Vegetables,178.3002,25,,Tier 3,Grocery Store
FD,7.26,Low Fat,0.01441152,Meat,118.415,36,High,Tier 3,Supermarket Type1
FD,9.5,Regular,0.010961524,snacks_breakfast_type,184.4608,14,Medium,Tier 3,Supermarket Type2
FD,15.6,Low Fat,0.087294906,snacks_breakfast_type,219.1798,38,Medium,Tier 3,Supermarket Type3
FD,16.75,Regular,0.014338639,Meat,75.7038,25,,Tier 3,Grocery Store
FD,7.365,Low Fat,0.159834724,snacks_breakfast_type,92.512,36,High,Tier 3,Supermarket Type1
FD,15.7,Regular,0.008753653,Meat,205.698,21,,Tier 2,Supermarket Type1
FD,17.2,Regular,0.012061003,others,166.4184,14,Medium,Tier 3,Supermarket Type2
FD,6.195,Regular,0.109596256,Baking Goods,118.8098,21,,Tier 2,Supermarket Type1
FD,21.2,Low Fat,0.0,snacks_breakfast_type,176.137,24,Medium,Tier 1,Supermarket Type1
FD,6.785,Regular,0.042047755,Meat,44.6112,24,Medium,Tier 1,Supermarket Type1
FD,13.6,Regular,0.049791265,Frozen Foods,108.7912,14,Medium,Tier 3,Supermarket Type2
FD,8.85,Low Fat,0.054086343,Fruits and Vegetables,182.2292,14,Medium,Tier 3,Supermarket Type2
FD,15.6,Regular,0.035476594,snacks_breakfast_type,112.4518,36,High,Tier 3,Supermarket Type1
FD,16.75,Low Fat,0.060534179,Dairy,169.4106,19,Small,Tier 2,Supermarket Type1
FD,14.15,Low Fat,0.034874689,snacks_breakfast_type,242.2828,26,Small,Tier 1,Supermarket Type1
NC,15.6,Low Fat,0.066403009,others,186.6924,38,Medium,Tier 3,Supermarket Type3
FD,6.575,Regular,0.075815345,snacks_breakfast_type,144.6444,14,Medium,Tier 3,Supermarket Type2
FD,5.98,Low Fat,0.072915282,Fruits and Vegetables,145.1418,25,,Tier 3,Grocery Store
FD,5.63,Regular,0.041077066,Meat,106.5306,25,,Tier 3,Grocery Store
FD,20.7,Low Fat,0.169808455,others,183.4266,26,Small,Tier 1,Supermarket Type1
FD,11.0,Low Fat,0.106435421,snacks_breakfast_type,125.7046,16,,Tier 2,Supermarket Type1
DR,6.03,Low Fat,0.022749737,Dairy,175.7028,21,,Tier 2,Supermarket Type1
FD,18.6,Low Fat,0.152029528,snacks_breakfast_type,99.3358,19,Small,Tier 2,Supermarket Type1
FD,18.2,Regular,0.01214561,Fruits and Vegetables,59.7904,38,Medium,Tier 3,Supermarket Type3
FD,10.3,Regular,0.011124197,snacks_breakfast_type,87.454,19,Small,Tier 2,Supermarket Type1
FD,20.25,Regular,0.018834342,Fruits and Vegetables,222.3772,24,Medium,Tier 1,Supermarket Type1
FD,16.7,Regular,0.0,Baking Goods,99.6384,24,Medium,Tier 1,Supermarket Type1
FD,7.315,Low Fat,0.015289106,snacks_breakfast_type,151.134,36,High,Tier 3,Supermarket Type1
NC,10.1,Low Fat,0.056394771,others,115.9492,16,,Tier 2,Supermarket Type1
FD,9.42,Regular,0.0,Frozen Foods,61.3194,24,Medium,Tier 1,Supermarket Type1
FD,6.135,Regular,0.079650513,Baking Goods,150.1366,14,Medium,Tier 3,Supermarket Type2
NC,17.75,Low Fat,0.030359318,others,181.166,38,Medium,Tier 3,Supermarket Type3
NC,13.15,Low Fat,0.04316119,others,176.4686,38,Small,Tier 1,Grocery Store
FD,20.5,Low Fat,0.020721583,Fruits and Vegetables,91.183,16,,Tier 2,Supermarket Type1
NC,13.85,Low Fat,0.031515822,others,37.948,16,,Tier 2,Supermarket Type1
FD,12.6,Regular,0.073858923,Dairy,253.2356,36,High,Tier 3,Supermarket Type1
FD,20.85,Regular,0.056785107,snacks_breakfast_type,102.2648,16,,Tier 2,Supermarket Type1
FD,15.7,Low Fat,0.0,Baking Goods,250.6724,24,Medium,Tier 1,Supermarket Type1
FD,19.7,Low Fat,0.041908424,Frozen Foods,109.5912,14,Medium,Tier 3,Supermarket Type2
FD,12.15,Regular,0.058377105,Fruits and Vegetables,160.6552,36,High,Tier 3,Supermarket Type1
FD,15.85,Regular,0.184169331,Frozen Foods,38.6506,25,,Tier 3,Grocery Store
FD,16.1,Regular,0.279663801,Frozen Foods,35.6558,38,Small,Tier 1,Grocery Store
FD,14.0,Regular,0.042042857,snacks_breakfast_type,53.864,21,,Tier 2,Supermarket Type1
FD,15.5,Regular,0.100765839,Fruits and Vegetables,196.0768,26,Small,Tier 1,Supermarket Type1
FD,11.3,Low Fat,0.007291207,Meat,196.8426,24,Medium,Tier 1,Supermarket Type1
FD,9.5,Regular,0.182980378,others,80.496,38,Small,Tier 1,Grocery Store
FD,5.695,Regular,0.0,snacks_breakfast_type,256.4988,25,,Tier 3,Grocery Store
FD,16.0,Low Fat,0.057175809,Dairy,223.5404,21,,Tier 2,Supermarket Type1
NC,8.6,Low Fat,0.06969924,others,92.6146,14,Medium,Tier 3,Supermarket Type2
FD,,Regular,0.120667057,snacks_breakfast_type,94.6752,38,Medium,Tier 3,Supermarket Type3
FD,7.475,Low Fat,0.148751515,Fruits and Vegetables,241.8854,24,Medium,Tier 1,Supermarket Type1
FD,9.5,Regular,0.133296733,Frozen Foods,229.8668,16,,Tier 2,Supermarket Type1
FD,13.65,Regular,0.013111823,Fruits and Vegetables,113.2834,16,,Tier 2,Supermarket Type1
FD,12.1,Low Fat,0.115052659,Baking Goods,222.6114,24,Medium,Tier 1,Supermarket Type1
FD,6.425,Low Fat,0.093644428,Fruits and Vegetables,174.3712,21,,Tier 2,Supermarket Type1
NC,7.39,Low Fat,0.092971061,others,252.4066,21,,Tier 2,Supermarket Type1
NC,6.775,Low Fat,0.105245865,others,81.925,26,Small,Tier 1,Supermarket Type1
NC,6.965,Low Fat,0.028664878,others,159.0604,14,Medium,Tier 3,Supermarket Type2
FD,17.5,Low Fat,0.026142114,snacks_breakfast_type,256.3356,26,Small,Tier 1,Supermarket Type1
NC,16.6,Low Fat,0.027635129,others,178.8344,21,,Tier 2,Supermarket Type1
FD,11.65,Regular,0.075786047,snacks_breakfast_type,85.3908,36,High,Tier 3,Supermarket Type1
FD,19.6,Regular,0.214306131,snacks_breakfast_type,166.7816,25,,Tier 3,Grocery Store
FD,16.25,Low Fat,0.057118149,Fruits and Vegetables,124.8046,38,Medium,Tier 3,Supermarket Type3
FD,16.6,Low Fat,0.102967068,Fruits and Vegetables,118.8466,19,Small,Tier 2,Supermarket Type1
NC,17.1,Low Fat,0.038549965,others,164.2842,38,Medium,Tier 3,Supermarket Type3
FD,17.7,Low Fat,0.087945039,Dairy,183.3292,24,Medium,Tier 1,Supermarket Type1
FD,16.25,Regular,0.048934817,Fruits and Vegetables,153.0682,36,High,Tier 3,Supermarket Type1
DR,11.6,Low Fat,0.040945898,Drinks,142.9154,26,Small,Tier 1,Supermarket Type1
FD,9.6,Regular,0.023788808,snacks_breakfast_type,187.8872,25,,Tier 3,Grocery Store
FD,10.395,Regular,0.029861927,Dairy,86.6514,36,High,Tier 3,Supermarket Type1
NC,6.86,Low Fat,0.036611419,others,230.201,21,,Tier 2,Supermarket Type1
FD,7.35,Low Fat,0.028589521,Fruits and Vegetables,42.0454,19,Small,Tier 2,Supermarket Type1
FD,8.8,Low Fat,0.071720362,snacks_breakfast_type,210.6612,14,Medium,Tier 3,Supermarket Type2
FD,7.905,Low Fat,0.09203683,Frozen Foods,110.5254,25,,Tier 3,Grocery Store
FD,10.0,Low Fat,0.099649694,snacks_breakfast_type,113.7544,26,Small,Tier 1,Supermarket Type1
FD,12.35,Low Fat,0.099274751,Fruits and Vegetables,115.2518,38,Medium,Tier 3,Supermarket Type3
DR,15.35,Low Fat,0.020368186,Drinks,216.9508,21,,Tier 2,Supermarket Type1
FD,19.85,Low Fat,0.176712457,Fruits and Vegetables,222.9772,14,Medium,Tier 3,Supermarket Type2
FD,17.75,Low Fat,0.034949223,Dairy,250.275,16,,Tier 2,Supermarket Type1
FD,10.7,Low Fat,0.093315935,Frozen Foods,58.7904,38,Small,Tier 1,Grocery Store
NC,16.6,Low Fat,0.0163024,others,109.5596,16,,Tier 2,Supermarket Type1
FD,5.735,Low Fat,0.05704978,Fruits and Vegetables,175.037,24,Medium,Tier 1,Supermarket Type1
FD,6.55,Regular,0.034674522,snacks_breakfast_type,157.5288,21,,Tier 2,Supermarket Type1
FD,8.68,Low Fat,0.015470159,Frozen Foods,100.4384,38,Small,Tier 1,Grocery Store
FD,7.35,Regular,0.014362412,Fruits and Vegetables,241.1512,19,Small,Tier 2,Supermarket Type1
FD,8.115,Regular,0.032224086,others,154.8972,21,,Tier 2,Supermarket Type1
FD,15.6,Low Fat,0.153585858,snacks_breakfast_type,221.1798,38,Small,Tier 1,Grocery Store
FD,8.05,Regular,0.165013572,Dairy,113.2518,21,,Tier 2,Supermarket Type1
FD,7.935,Low Fat,0.017226149,Dairy,48.635,14,Medium,Tier 3,Supermarket Type2
FD,17.25,Low Fat,0.107041738,Frozen Foods,41.2822,26,Small,Tier 1,Supermarket Type1
DR,8.26,Regular,0.03249201,Drinks,124.773,24,Medium,Tier 1,Supermarket Type1
FD,5.84,Regular,0.104509448,Frozen Foods,214.7218,38,Medium,Tier 3,Supermarket Type3
FD,15.0,Regular,0.077636468,Meat,236.2248,38,Medium,Tier 3,Supermarket Type3
FD,6.52,Low Fat,0.044598726,others,167.7842,19,Small,Tier 2,Supermarket Type1
DR,14.65,Low Fat,0.169493477,Drinks,57.0614,38,Medium,Tier 3,Supermarket Type3
FD,5.94,Regular,0.051427223,snacks_breakfast_type,187.7556,38,Small,Tier 1,Grocery Store
FD,13.5,Low Fat,0.021492339,Fruits and Vegetables,179.6976,19,Small,Tier 2,Supermarket Type1
FD,9.1,Regular,0.0,Frozen Foods,81.9618,21,,Tier 2,Supermarket Type1
FD,19.2,Regular,0.02304845,Fruits and Vegetables,183.495,16,,Tier 2,Supermarket Type1
FD,21.35,Low Fat,0.077729209,Fruits and Vegetables,97.0094,19,Small,Tier 2,Supermarket Type1
FD,8.05,Regular,0.165611092,Dairy,114.2518,16,,Tier 2,Supermarket Type1
FD,13.65,Low Fat,0.027858864,snacks_breakfast_type,230.2668,38,Small,Tier 1,Grocery Store
FD,12.85,Low Fat,0.033408076,Fruits and Vegetables,195.0768,16,,Tier 2,Supermarket Type1
FD,9.895,Regular,0.028779079,others,114.8492,21,,Tier 2,Supermarket Type1
FD,20.6,Regular,0.030557961,Dairy,210.2244,24,Medium,Tier 1,Supermarket Type1
FD,8.985,Regular,0.058154195,Frozen Foods,129.831,16,,Tier 2,Supermarket Type1
FD,18.25,Low Fat,0.079666936,Frozen Foods,226.9062,16,,Tier 2,Supermarket Type1
FD,15.1,Low Fat,0.095306027,Baking Goods,157.1604,24,Medium,Tier 1,Supermarket Type1
FD,11.15,Regular,0.150455041,snacks_breakfast_type,170.879,38,Small,Tier 1,Grocery Store
FD,15.35,Low Fat,0.074731622,snacks_breakfast_type,87.883,24,Medium,Tier 1,Supermarket Type1
FD,13.0,Low Fat,0.268966279,others,79.1986,38,Small,Tier 1,Grocery Store
NC,12.0,Low Fat,0.104392185,others,258.8278,24,Medium,Tier 1,Supermarket Type1
FD,18.6,Low Fat,0.039104567,Frozen Foods,245.3802,38,Medium,Tier 3,Supermarket Type3
FD,9.195,Regular,0.117963418,snacks_breakfast_type,161.1578,14,Medium,Tier 3,Supermarket Type2
FD,18.2,Low Fat,0.0,Fruits and Vegetables,195.411,25,,Tier 3,Grocery Store
FD,18.85,Regular,0.138305372,snacks_breakfast_type,251.1724,26,Small,Tier 1,Supermarket Type1
